CMDLINE 'c:\users\hp\onedrive\documents\studies\programing 1\exercises\venv\scripts\python.exe' ' C:\Users\HP\OneDrive\Documents\DSA\Assignments\space_complexity.py'
MEM 1.917969 1643280080.1857
MEM 8.722656 1643280080.2948
MEM 8.722656 1643280080.4040
