CMDLINE 'c:\users\hp\onedrive\documents\studies\programing 1\exercises\venv\scripts\python.exe' ' C:\Users\HP\OneDrive\Documents\DSA\Assignments\space_complexity.py'
MEM 1.910156 1643280051.5102
MEM 8.718750 1643280051.6224
MEM 8.718750 1643280051.7310
